uid,username,password,email,phone,identity,booking_num,is_accessible
280,ofranklin,s'X.pgY$a`t:+,cxG7CbAwegD7@uwaterloo.ca,,student,0,False
281,erussell,ScO'w~cL,vhbvJV4TD8dU@gmail.com,9079127521,student,0,False
282,townsendkevin,lKAz4eZ5v4iEH,2U7fClAQPd@outlook.com,3850621811,visitor,0,False
283,benjamin74,Na`SNOl.@xpNd=,rDHKp6IK@hotmail.com,4678491235,staff,3,False
284,alexander10,78f_5&s^vP=Da01B,aI5pyL6QfZJ@outlook.com,,visitor,0,True
285,sharonmcdonald,:JT_41uRDBhNXwS9,XmYcFdT70Xt@hotmail.com,8841967879,student,0,False
286,kenneth78,owu4pVqpE'ld,Z4UzMUAu@uwaterloo.ca,2908381883,visitor,0,False
287,wellsjohn,_b8pyoKU_cQdL,rQrg6yxdTZ@hotmail.com,8174662283,student,2,False
288,johnsmith,DJyqvP3vQXr,W4wuL2CTJwb0@yahoo.com,9130489529,student,1,False
289,fsteele,g~P-7uCUy30k%,kiuQ1b6K@uwaterloo.ca,6041465782,student,1,True
290,antoniowright,BM^a4wX-7G;op*h,1EnUnjgB@gmail.com,2659629637,student,0,False
291,sgonzalez,;@y=&7sy,kL9Ex308WL@gmail.com,9442032924,staff,1,False
292,jonathancopeland,nswq7EPo%',3NTLZX7T@outlook.com,4927254025,student,0,False
293,karenwalker,tG_'1S7.lL`,OfxzEUMo8@outlook.com,1590244325,visitor,0,False
294,juliebailey,hW$PDw91'@Kh9sRA,ke97Bc4RLm@uwaterloo.ca,4512691307,staff,0,False
295,simmonsrobert,oj1ibESMhDv*',yRHTDdSjna@gmail.com,5191309169,student,0,False
296,jenniferjohnson,P;qk@aCr;5y^seJ2,LN1nggrrc@hotmail.com,,student,0,False
297,raven17,xI8D1DCB8L,8wVMDc5prk3@uwaterloo.ca,4683666515,student,2,False
298,harringtonandrea,'5#h6yTTH,Hp57T1WVBtyo@outlook.com,,visitor,0,False
299,hcampbell,lbHwnMMe3iC,VqQL304D@yahoo.com,2943041415,student,2,False
300,ejohnson,8-WM_UHbm$mxr_b,vHFmWoZAjMsg@gmail.com,9840566497,staff,0,False
301,parkerjeremy,+6y7l$lq*fA0'iN*,bNj9Q3F3VQF@yahoo.com,6945987085,visitor,3,False
302,dennis28,qCuiKF1mf`,8W1iwGt8gr5@gmail.com,1066074435,student,1,False
303,carrie95,EWe-^pN&kyiW&F,qCtcZMMCTmBz@hotmail.com,7459297548,student,1,False
304,johnsonstephen,30Jlrpu=',sa6AKXYR4h4@hotmail.com,8349333059,staff,3,False
305,brownrobert,%ZUdr5ia,u3LzUFO2W8@outlook.com,5566124981,student,2,False
306,dorseyvictoria,RF-~^mVT%P7mzrt,zfOT5ia5u1CO@hotmail.com,3168199681,student,1,False
307,jburke,`eX7N^XIyzl,DIoYxvO3YA7h@yahoo.com,3868671554,student,0,False
308,pperry,~Vc9UfLmr,GYY3VE0ca@hotmail.com,3519293444,staff,0,False
309,carla58,f_k&#zUME_;8m*,NA1ggFz0@gmail.com,1056754521,visitor,2,False
310,cnguyen,X'-u==zzN4cxa*,0wNcTALakVw@outlook.com,1733659622,staff,0,False
311,hscott,mTIZ%^aM:LpO,y5PYgucP@uwaterloo.ca,2913105031,staff,0,False
312,guzmanjohn,~qa^4tCO1iaMW-,AAef0p0x@hotmail.com,,student,2,False
313,martinroy,K*f74^BRmgvGEp,B3FPTbr1@yahoo.com,3858727233,visitor,0,False
314,goldenkimberly,pX20Lw02sj,6cvwPt3LJ@hotmail.com,8725747473,staff,0,False
315,ricklam,='$WbX;h^%qkGPq,1SMAzspg@hotmail.com,1475370343,staff,0,False
316,irice,2a*f%JqbIva,MHe2lxcZk@yahoo.com,4104747069,visitor,0,True
317,kristen27,%rFE'RakTx'aZNo8,sXuGU76H@gmail.com,6763218535,staff,0,False
318,iandavenport,7#qs%L7#w,iJlIgF0J@gmail.com,9406303642,staff,0,False
319,stevenmartin,mV+Bf7Dv~f7kwS,MGF1NpGlW62@yahoo.com,,student,0,False
320,hdavis,mBMH5WKFT9m*,gTnW6XWiNDS@hotmail.com,6837187015,visitor,0,False
321,joanna42,Fg$_SGKPumIzVxtG,loYQn8h1TP2@yahoo.com,,student,2,True
322,jamie83,iBbfaFko$5MT,OXjLla14I@uwaterloo.ca,8641468118,visitor,0,False
323,valvarez,uAcdY+~.Ww$Xui,Q0hi9X6CS@outlook.com,4211142688,staff,3,False
324,carrillopamela,5H%~806~,98B0CRkH0cF0@uwaterloo.ca,,student,0,False
325,brentescobar,Obm~oDF@;lA@6l5=,qqqVRLamoQ@hotmail.com,8289229696,visitor,1,False
326,amberlarson,1sn`4C$Ds=AS*6MI,oRg5S2NG6z68@uwaterloo.ca,8865649294,staff,0,False
327,james24,sJoyg2veRhY2L3c,iu7lPsxi@hotmail.com,1752992146,staff,0,False
328,herrerawilliam,Zf_N53c^wm,9xfJaO6q1oP@hotmail.com,9190712410,student,0,False
329,dawn78,&Rcmh%K;'w0+mCp-,n3m32GHKHh0t@uwaterloo.ca,,student,0,False
330,devonbenton,9DorpRd2LJ^4#Y,RspdIMKbeLsR@hotmail.com,,student,0,False
331,johnburton,JnYsdrg373y,3UahzFF45JJ2@gmail.com,4794336665,student,0,False
332,nguyenrenee,Yq.@7eO$83gW-Q2s,6MR2VhEbGs@yahoo.com,3623144790,student,0,False
333,jacksonjenny,cEuD:N'',fOWqWhYo0Q@outlook.com,4687504515,student,1,False
334,ilopez,nOzAcr#_aFppv,C8jna3ymLZ@gmail.com,7463987029,student,1,False
335,lindseythornton,*JxZsWRia40,CMdMOWWGr@outlook.com,8602032364,visitor,0,False
336,nicholastaylor,JYEnpgc_,i0QZIzE8AV@outlook.com,,student,2,False
337,steven20,dCT$*luMZCwXS%,r1o2j8gw@gmail.com,6064818800,visitor,0,True
338,maydwayne,H+dZW.yPx,RxD8l6Vq@outlook.com,,staff,3,False
339,coxmatthew,l#W87.N;X,WbT8zRStQC@hotmail.com,1064433158,visitor,1,False
340,dcannon,Mkr1LDDFF,hHMzi9H9KJz1@yahoo.com,5137574721,student,0,False
341,gail48,$bSiS3-4J',CmuuLOdhAlZ6@yahoo.com,,staff,2,False
342,mark00,#_WAEg5pw1@+I,XxnnxmYCZ@outlook.com,,visitor,0,False
343,robertrodriguez,.=W_b=#UuPY+,EcZHMs6AB3iM@yahoo.com,8766219484,visitor,0,False
344,mitchellparker,ZN*n2108Up+Fd-,ihHUoa3cz7p@uwaterloo.ca,,staff,2,False
345,morgankevin,#Kr6_h=~soz0,WY35OJYwZx@gmail.com,6440477444,student,3,False
346,ramirezamanda,d1+A%cIzcWH,efxiZ5YlPY@outlook.com,1338636403,staff,0,False
347,aprilcampbell,s5j%:DrUQ8q4'QLl,7LzPQxGJMN9@hotmail.com,2992406651,student,0,False
348,rogersamy,RWnmwRUwk9Q#Ob,oYhLhlX2@outlook.com,,staff,1,False
349,jenkinstheresa,QEUv`I.U-#Z,uEgW5Rdcu8d@yahoo.com,6324721426,student,2,False
350,castillokenneth,8V^GxHq:7NAoWn#G,wNH4mtgD@outlook.com,4312462793,visitor,0,False
351,dustin65,Am=uO;;#,squV2w3IU@uwaterloo.ca,4764430256,student,0,False
352,steven42,FTSQ%rmS;0E,tvyh2Nxx@gmail.com,2431301764,student,1,False
353,ortizanthony,Lrzs~hEZ,j00jioZqX0GN@yahoo.com,2719872173,visitor,3,False
354,baileytaylor,7'D*yCG&$S*I;u,71An2EmVa@yahoo.com,1706204515,student,0,False
355,shannonthompson,;5=:^mT'7.DiBh'L,6JnfKtIed@yahoo.com,,student,0,False
356,hickssusan,U&DIsgOrHccD,QhJTEx03@yahoo.com,9565338985,staff,2,False
357,ajordan,@Yfy@_klYx,BI2H0yiKh@uwaterloo.ca,,visitor,0,True
358,danielswanson,Yf`Wp.MtfWPcICW#,LQdGv40I0g@gmail.com,,staff,1,False
359,taylormatthew,wbblm7x0,1HsrkKqiOp@outlook.com,7954377005,visitor,3,False
360,qmendez,se&3n9EaxS-_UDfM,82MSKU5m@gmail.com,,student,0,False
361,alexander99,-n`WAB$9,9RP5iTLoKMQ3@outlook.com,1491546132,visitor,2,False
362,millerashley,dsf_2ZjGG8CY'Fd,v6UGJxrlngTq@uwaterloo.ca,,staff,0,False
363,floreschristopher,CXw:@cbs'MjVc+,sRambRb0iiWl@gmail.com,8806421224,visitor,0,False
364,john36,y~MwU2OK,OLacWfGyOG@gmail.com,4574145049,visitor,1,False
365,patrickwalker,x~G:oDiM=z**8^Db,HxqLmi7X@outlook.com,5320644176,visitor,0,False
366,jennifercampbell,PN*^:Dy^,qo5bEF6db@gmail.com,2091888230,student,3,False
367,hillheather,yX&QtMfX^#:$h,UtBCmOtr@outlook.com,6548834563,visitor,3,False
368,lovestephen,U2P.sybkk%F+fxo,ZoQa95ZSeDV@gmail.com,8529410450,student,0,False
369,trujillocarrie,l:2-.Sa&D,7U7jW2Zt@yahoo.com,1854024488,staff,1,False
370,jenniferwalls,'UGZ&mVbf=AM,8uvmaXW3@gmail.com,8429590513,student,1,False
371,kristenbarker,Hj649~BT@a#,iIALnro1zr@hotmail.com,,visitor,0,False
372,brittanyreynolds,S*52QA2uC,VERZuRBDdcI@outlook.com,,student,0,False
373,gregoryjohnston,-r.Pa7O1DId~Y:7k,qQ7xK6VZpwU4@yahoo.com,4466247208,student,3,False
374,rickey46,Ez1d-8vy^PXY:+q,ZjxLJMOI@gmail.com,,student,0,False
375,cynthiasanders,4ClGm9;Ltd_Wo`,7t6hkTapti@gmail.com,8171689370,student,0,False
376,andreachang,0+5FB=MS-LtX2OXd,ePykm3yGug7J@gmail.com,,visitor,1,False
377,meadowsleslie,En%u#i0'x'-,pr5FOhlEanwS@yahoo.com,4993815069,student,0,False
378,charles26,FeVSchKm59sEj,KMhuJ1QG@hotmail.com,7368803217,student,0,False
379,greynolds,*f+53T9w,5ExdoSPd@hotmail.com,9621162296,staff,3,False
380,yhinton,*;NaRJd&x.X~y:B,7pUwkheCJRw@yahoo.com,4732686531,student,0,False
381,kimberly52,35RbXQV$J'E^~X,VPdkyWBe1jYD@outlook.com,,student,3,False
382,ialexander,nfueCOPn3$N,FlApqADdIwpM@outlook.com,3088260736,visitor,0,False
383,gregory30,O^s#~'t$5u3B,vNOUPitNF@outlook.com,2359777749,student,0,False
384,omiller,0pEv7'5EeC9,UWWibx4MuXTA@gmail.com,,student,0,False
385,hramsey,c6*G+`fS-yZt,nJdjQllZjB@hotmail.com,6577876622,staff,0,False
386,qmoore,_*LF4;;^0_28,6zP6Y8yKN@gmail.com,,visitor,0,False
387,zsmith,Ia*A:l-ihF,LHhwAYOjIpU@outlook.com,,student,3,False
388,sharonatkinson,v~7hW~wys:Hz`x$,8NIGxSMkBZ@hotmail.com,4502649859,visitor,3,False
389,angelaspence,*e4cb+QYoBmO1&,5KyDLDYuYBO@hotmail.com,7796023143,student,3,False
390,xmiller,BLuH.wIVhK-Y:,mq3YeoH1@uwaterloo.ca,2813324874,staff,0,False
391,amy04,U:_-z+x%,4SQLZeF42@yahoo.com,6271402152,staff,1,False
392,tiffany42,e^*N-X`&B3,JKPLOgnyB@outlook.com,9052011733,student,0,False
393,emilycollins,.ZBmsnBW6FXb,SMl0v8rkC@gmail.com,2517625833,staff,3,False
394,jasonrubio,.dsX%.GC,wFS8Bs1eWWGX@yahoo.com,,student,0,False
395,tammybernard,9JTgnqy%=Qx,eUxioLgRqLMG@uwaterloo.ca,5216032506,staff,3,False
396,amyfrancis,UY1L2$DGvD~yKMpr,JVeYDeTjG@outlook.com,4617212867,staff,2,False
397,sharding,uJ'JguhT=@,f7xjSrThfs@gmail.com,3922540291,student,0,True
398,julie73,qGqzKw'l6zrcBC:Y,nCZQqgs5P@yahoo.com,,staff,0,True
399,lorraine29,232gRC~XoxJk_.,Pa99q1K8DL@outlook.com,,student,2,False
400,nthompson,3&g%HXmMx,U9zALYgJkPP@yahoo.com,9695125144,visitor,1,False
401,megan51,897Kc%:5#g,tVymRWGGt@yahoo.com,1779202654,staff,0,False
402,nguyenpaul,4uVTI3FL1,3UaCbnsdvip@uwaterloo.ca,9334133214,visitor,0,False
403,cookpatricia,yE;oorT`PqQ,XKDWS1TiX5@yahoo.com,4268095685,visitor,1,False
404,linda42,1Lq`S*'R+,fl9C8IvAf4hq@uwaterloo.ca,4919602752,staff,2,False
405,gary95,98G'6c3k^,VVw6hpY5pxja@gmail.com,9294636182,visitor,2,False
406,christina97,sZ@LVLLw9$7P,htE77P1qeh@hotmail.com,7703767560,staff,0,False
407,ronald93,WO84pboG,dXyJlNmy0G@yahoo.com,,student,0,False
408,johnsontyler,^VncY:ws2,Tl0mG6W1qyIs@uwaterloo.ca,5445989521,staff,0,False
409,clarkfrank,7WV;re.WDKHe`,qzLb6ETjymuE@yahoo.com,5926741767,student,0,False
410,caroljones,`UtmMS&`*gcE0,aIyRNiYGw@uwaterloo.ca,1399699876,visitor,0,False
411,timothy17,PjyDHEDFsr1a%8,Pf73kwIi@yahoo.com,3104705278,visitor,0,False
412,zwashington,XVPITxTlSaEy.WKa,A5GBaZGwT@outlook.com,,visitor,2,False
413,mgonzalez,p*'2J**w,fh9U9dkg7@hotmail.com,4698700517,staff,3,False
414,aguilaramy,g8$.uh=O7`FB#sGM,wrSNH9UFTz0H@yahoo.com,3070445268,student,0,False
415,braunjoseph,5Y_&itPKfI&-Nf,DQwIoy73g@yahoo.com,,staff,2,False
416,alicia00,M#pK4n:m,Hu6LrNGHvue@gmail.com,4455526996,staff,0,False
417,mgallegos,Mq_7IZn8skG&kP,qcz7kNA5n@yahoo.com,3642689830,staff,0,False
418,jeromefigueroa,w^8M;KdHMJQ,dnU0k40V@uwaterloo.ca,6825556766,visitor,2,True
419,abbottsara,-Ik@s3Hbq,HRSYRbxSbNyS@outlook.com,,student,2,False
420,maureenmoran,7X*MnF=f,nZYlVLbWx@outlook.com,9433390494,student,0,False
421,chouse,YCTf71N@9`,FJbeQZncjsi@hotmail.com,8790388998,visitor,0,False
422,jose18,l:K:klpr.ImFa.,BNCTYSWA4Zd@yahoo.com,,staff,0,False
423,richardjeremy,biIvlp0z_oNgS,2yAGNpGGm3Hp@uwaterloo.ca,8473459074,staff,2,False
424,bryan51,DL43u%8I,eYjv76MQNnCs@hotmail.com,7596392371,student,0,True
425,jo55,grpxyK%E-,xYKLmUl3@uwaterloo.ca,6326682507,staff,1,False
426,elizabethwest,vXo9rxG=jXfg,9RyuW1R72c1A@outlook.com,9562303671,staff,0,False
427,jessica30,vb0+51^`*YA,n7vHFMyCPC2@yahoo.com,4902253199,staff,1,False
428,dburton,XiENbV6DtiYhq.-,Fl2V820LcrV@uwaterloo.ca,,staff,0,False
429,david06,W5ll.BYhHV@G&,wFB6dixlf02i@uwaterloo.ca,7763588372,student,0,False
430,ubryan,HZ&c00kle,vUVemwAa@hotmail.com,1182574976,visitor,0,False
431,ericrocha,&V4C.ieGh+b6mZ,rBv7Yq7Jo@gmail.com,8392506714,staff,1,False
432,barryjames,qww3YczWgqH2wr$b,l5D212PHfuy@hotmail.com,9011865188,staff,1,False
433,greerdavid,Khhcs$5Su,Pw9lvm88@hotmail.com,3270222605,student,1,False
434,justin72,egLzX1tLd0xX,366zH4g0LU@uwaterloo.ca,9331708600,student,0,False
435,aewing,wxoTr2e8fC'jxYyK,5r2FrPXUD@gmail.com,2447886335,student,0,True
436,aaron03,tJ:9R-9b.$t1,bOpztkpFx@hotmail.com,6960012702,student,0,False
437,bowerskelly,-Hve.a3g44-btmZ,r4ephnUfQ@hotmail.com,8209286595,visitor,0,False
438,aaronking,3sav^NteY37@H,hqkkSe1a@hotmail.com,1754464105,staff,0,False
439,williamslaurie,I`RUljzZvF#nn,koz7M6FW3jK2@gmail.com,6106874736,student,0,False
440,chapmanbailey,0~QXD24vA$@,moTCQN2xr@gmail.com,9619420623,staff,1,False
441,ortizsusan,t~D~LfP9c@@J,Y1Xqnt2rgAQI@uwaterloo.ca,4794810480,staff,0,False
442,terrelldaniel,:jANsqQvG&z2.$i,pNvdB7kOx@outlook.com,6488507030,student,0,False
443,darren21,Vs1.YHld,VEGmr9tuoM@uwaterloo.ca,8802807455,student,3,False
444,iclay,NfA&@$6~Au'#*Z,vmL7RNGrRPbn@hotmail.com,9571242789,staff,2,False
445,nicoleskinner,`5bKAk*F,mzqKIyv11g@yahoo.com,6580570114,student,1,False
446,lindsay87,2gXEZg1:R~VMaf,joLTUHq8@yahoo.com,2560201284,staff,0,False
447,andremartinez,#tv4X3l1UsOGm@,4mr8F0fe@outlook.com,6582424674,visitor,0,False
448,jeffrey93,Hni%i%UbY6bs,3a5qLuP9c1r@uwaterloo.ca,4433109862,student,0,False
449,anna19,94WeX0E.d1%m3,qsdhxSmIx8j@yahoo.com,5478669924,student,2,False
450,carpenterkathleen,T8P#Zi$AJ,HiZ0J1Wj8qdw@gmail.com,5122991287,staff,0,False
451,longashley,_J#dRFdgPG,a2svQwCaqmZK@gmail.com,3978996337,staff,1,False
452,pyoung,QYc5;EUf$$qfQ;*,qHcq2ZUS@uwaterloo.ca,7658010725,visitor,0,False
453,barbereric,@AWJC#uEiuF,sMZBU4xyEii@gmail.com,1082475024,visitor,0,False
454,paul65,3hddr18DP,uzvD2Tq5HDiy@uwaterloo.ca,1555196846,student,3,False
455,murillopatricia,qb8R3P`~OCA.,NWncH2AHM@uwaterloo.ca,6292086979,staff,0,True
456,tinanolan,Vag';b4c8,bhcdIKAznuh@outlook.com,4831265000,student,3,False
457,derrick32,7mkjuSG8,Jb6ZBUjg@outlook.com,9530240375,student,0,False
458,gonzalessusan,yA#hh^ny`r,6QnnXsTJKu@uwaterloo.ca,3683381580,student,1,False
459,adam71,:NsUmtu'X,ycHk8dNbvrxi@gmail.com,5624829489,visitor,1,False
460,john21,z@AmyVHV,Q9U8EVNnK@hotmail.com,6280554200,student,1,False
461,jeremymunoz,6whpcZhMO2bN97=,DLsPkJtrHL@gmail.com,5888515808,staff,0,False
462,qjohnson,40h9UV4vfHH=R,DYdVCgcgvsGQ@yahoo.com,,staff,2,False
463,imedina,~t^qe#b'f,kuZCdyw2@hotmail.com,6929261832,visitor,0,False
464,mmiller,rEQ'*-D5TlKl,ovvBNtlP580n@outlook.com,1786741090,student,0,False
465,vincentharris,1khww5v&KM`p+@q,a2Hfd49Y8WX@outlook.com,,visitor,1,False
466,rose64,p1NEI;v;ZCTb,Ql5xtHNwxg@gmail.com,9577895174,student,3,False
467,kchase,&&%-Ls885oY370Sb,J0S4SifPh@hotmail.com,9393800376,visitor,1,False
468,johnsondylan,bf=MmATE,R8DQnX0D4@uwaterloo.ca,4396281108,staff,1,False
469,hchavez,+9lpNbahs,XAEPOpa0udxo@hotmail.com,9576819755,student,1,False
470,ideleon,rXyX2bTJp,9ntred85XW@uwaterloo.ca,5530784989,student,0,False
471,thomasnichols,+U0wGyrEZ~0StZP,l9vpcp8T5h@gmail.com,2685173303,staff,3,False
472,wardlisa,+3iQcs:afYy,uQSgHcUx66@outlook.com,9904852000,staff,1,False
473,whiteheadlisa,n@Vzr-lG4U,lxjUf1RQ@yahoo.com,5376971830,student,3,False
474,pprince,kO+K9W_X,eZS3rOfoUMI@uwaterloo.ca,6248918356,staff,0,False
475,smithdaniel,:^~~LG=ZW,1G35RyyeI9c@gmail.com,,student,2,False
476,melissa99,8wC5Y$2tP6%7,mqn9dNme1GnQ@uwaterloo.ca,4762175222,student,1,False
477,stevenramos,O`Dd~evo0l_qL,5ufC5ZQEs@gmail.com,3059271331,visitor,3,False
478,dustinwhite,^oMWFz#ymOcdxB,QhBSwPos@gmail.com,5792220304,visitor,0,False
479,ashleymcdonald,lW&@.OGywYli*S,Zu8BYiu5sk@outlook.com,4153199300,student,0,False
480,matthewhall,puI5Seud1CPI#7P@,GoQYmTV69E0@uwaterloo.ca,7135227790,student,0,False
481,michael95,pmRbNZscZtA,A2iwJIhm@yahoo.com,5897539764,student,2,False
482,ryanhood,Z8^ureIZyCo`,c4KsrPCx0U@gmail.com,5279437150,student,2,False
483,veronicaroberts,AwzT74;x,0jrIbs4tiI@yahoo.com,,staff,0,False
484,ann51,c0;+-hIg::VV,WyDh7m1hFy@gmail.com,5527573675,staff,0,True
485,petersoncody,GkqZ9dkbJiJeZg:7,Yb2BeS3momYS@uwaterloo.ca,,visitor,3,False
486,mary10,I2yYBd*QAH,QV4saYOqkUU@hotmail.com,1003713004,visitor,0,False
487,mark35,jUF;gV.DE6,TnVYxaVz@hotmail.com,6325910526,visitor,0,False
488,charleshall,F3:&zS9f~*jn,K8SIUz49gKo@uwaterloo.ca,6556319064,student,3,True
489,dwolfe,3xijvVt*UoIcu'xT,AdJ6rzAm4@outlook.com,,staff,0,False
490,wendywagner,SdJZzBTq3YQQC-4Z,flm7IhwSc7@gmail.com,8538861715,staff,0,False
491,robertlove,.^3gj`xQ^kCC66,xCQG5g88CxH@yahoo.com,9969448453,student,2,False
492,xbailey,l3HxN2:;tGImz,W2OktTS3r8@gmail.com,8514381169,staff,1,False
493,william26,2oM@Sen#9S,wS7oE0dAR@uwaterloo.ca,4689459886,visitor,1,True
494,egomez,x%i#d+%gYJS5'Q,jQURjLJaC@yahoo.com,8704450617,student,3,False
495,stacy12,cN=csdte,AMvmvUjc@yahoo.com,2458712968,visitor,0,False
496,masonlisa,@y#J.=XD,ztP9K7EDrDb@outlook.com,7109810141,staff,0,True
497,thomas30,'r~X~+1lNY'a,iNhLqIV0yIvr@hotmail.com,9015872506,student,0,False
498,patricia13,poLCF`-dgard4,tlU5z2EZ@uwaterloo.ca,2153722455,visitor,0,False
499,paul76,F2beeYxnqU$PtHb5,lUZGuWta@outlook.com,,visitor,2,False
500,bdavis,QFF7IGsuvPN,MEEQy8Cne@uwaterloo.ca,7011265195,student,0,False
501,anthonywright,Fp@TWzYK`H,MasSSmvymS@uwaterloo.ca,7575758760,visitor,1,False
502,kidddominique,iTx=RmOpA,uxGtucAtW@outlook.com,9778232151,staff,0,True
503,monicawalker,UPc0.8L=,ixKyeVpuX@yahoo.com,9699552298,student,1,False
504,emilyscott,HV51L8vM,esQM1JMebbY@hotmail.com,9619986599,staff,0,False
505,kimberlybradley,4zZQj;#Zs0~#iM-,OwOeagt37@yahoo.com,7163838031,student,0,True
506,csmith,U;NQaic;:,EPtaZYTvykTt@hotmail.com,3995557214,visitor,0,False
507,sophiapowell,1jqs1t++U&OtKc.,6NgrTxhI@hotmail.com,6394434134,staff,0,False
508,hughesjoseph,FsspL+gRgzS%k*mh,Cf25A9K0E@hotmail.com,2403188377,visitor,3,False
509,vmiranda,zvcuIMWwsPJ*hiEi,GHnukRcjt@gmail.com,3835070123,staff,1,False
510,april32,XSWmR~7-ig_3FY12,brDRQ0fY@hotmail.com,7126756075,visitor,2,False
511,teresa98,%$xWFA9U$=cIcy,8RO89Fbzu@yahoo.com,9675863975,staff,0,False
512,hgardner,LqW9E*8udk*uU#,F7K1MnArd@outlook.com,,student,0,False
513,christiangreen,g^*YMvb.&@bSSg^,GK3nq1QD@yahoo.com,2854632774,staff,0,False
514,hector92,FIr_9@~4:,6QertCTVQ@hotmail.com,,student,1,False
515,wileykurt,l^XEsw_u8c,CkeDmNhOL@uwaterloo.ca,5649840315,student,1,False
516,colejoshua,_Zwm-mZgkA3uT%,bsL1glida@outlook.com,9695677983,visitor,0,False
517,karen29,=q3dwIPl,oQ8uU88TItom@outlook.com,,staff,0,False
518,kellylee,qIj;t+PBGMA,6F6iy3huguI@yahoo.com,7432112473,visitor,3,False
519,johnsondustin,Vd4xmRi5,snVj2zyycfJv@gmail.com,1826544701,visitor,0,False
520,wanderson,5H1H#e16,qbWF65YsAo@hotmail.com,8328301057,visitor,3,False
521,scotthatfield,LnZUo3pT,Zv7VobdM8alw@gmail.com,6481940292,visitor,0,False
522,christophergriffith,j4'Mr2H=Wu,GQzKylj1ZnkQ@uwaterloo.ca,,visitor,1,False
523,herringjoe,@dTnk2k%s3E2m,6jnwmkfF@yahoo.com,4648256362,student,0,False
524,masonanderson,U&rl+O@7c;IG',7auy1PivcM7@yahoo.com,,student,1,True
525,thomasjoshua,b#LASQ9@,IHgVT9L6@hotmail.com,9542741227,staff,0,False
526,michaelking,omAjJhw^;pZdnl*,QJ50QHc8@uwaterloo.ca,5439204395,staff,0,False
527,cwhite,B:AcwVv#Hfs@U,X8aKnCncI7@uwaterloo.ca,5059670211,student,0,False
528,natalielee,:jFYtGH;,x82twHNTG@outlook.com,8883521732,staff,0,False
529,christina37,jsA0o2m$,l1uuPwyErcI@gmail.com,6352232433,student,0,False
530,michael31,j9kYJKNDNf,UamsaTFrqFQ@gmail.com,6504566915,student,0,True
531,icollins,_;Mx7_C^pJRL,8Mn6ETuAwQ5S@hotmail.com,,staff,0,False
532,reginazuniga,2p^IP;l:hSTvkdtQ,jgtCqSYAkGtG@yahoo.com,8637870226,staff,1,False
533,simmonsjermaine,Mfhnz9;ZUEWWp,9wKLAah5l@yahoo.com,,visitor,1,False
534,rharrison,;o_~;jN:CUr89^%,14HA7fPU8@gmail.com,3917767941,visitor,3,False
535,carrollalexis,g~S6wb~X@`R=Nz,bmJvkrYM67@hotmail.com,,visitor,2,False
536,jacob45,QYHGaqAsUBrLR:',8923WnEw98@yahoo.com,7946125048,visitor,0,True
537,billjames,kA4$u5c5ag2Shu,dzCMte6h7P@gmail.com,8181309916,staff,0,False
538,marywilliams,3VL-56Jne+-q,kWicYWI9oq4@hotmail.com,,staff,0,False
539,matthew68,uFi^_2.m%:flT1,phCJ5VS8@outlook.com,,student,1,False
540,beasleyroger,zLOPznTKI%s3,aIDhsHR8zsw8@outlook.com,9622496645,visitor,0,False
541,curtisrobert,wHs^V1DzUX;IExw,v9bJrVJs0@yahoo.com,3468664257,staff,0,False
542,codysullivan,4Fayvw:37.us4G&,dET3mRrI@gmail.com,9226363467,student,0,False
543,patrickvilla,nvC6s84di,DKd2MpVLl@hotmail.com,6630399022,staff,1,False
544,stevenball,2hTY+-tf9,czJ9YAN7V@gmail.com,1818199973,student,0,False
545,michelle26,aDM`'&lK,GBNXKDDLKPw5@uwaterloo.ca,2601795601,staff,3,False
546,caitlin17,0bDgiV7Lo,juW2Taqb@hotmail.com,7624596697,staff,0,False
547,kdavis,T8KJLZ$xOZth,Qw4XQoQUI@hotmail.com,,staff,0,False
548,timothylittle,lL1UK^WdcME*EDr,CGkpufXN7QE@yahoo.com,8953519965,visitor,3,False
549,oweaver,q4'8GacjSBt6WC,HlGvYgvItN@uwaterloo.ca,8679795694,student,0,False
550,kimjulia,ay7fd-LinWrSg,heu1cxnfq8g@hotmail.com,6019269143,staff,0,False
551,kimberlygonzalez,i=o5w9nZSn,IahLSpfT33Y@hotmail.com,1636178854,student,0,False
552,ismith,Iwva_8g;ct,26RxYfMsJ@yahoo.com,6322611953,visitor,1,False
553,jsmith,b:mxTMpF7f2,ABfCTRUE@outlook.com,6037899093,staff,0,False
554,john13,t.=:wiKWS'*~aU7L,xyYuKkQD@outlook.com,6923253255,visitor,0,False
555,thorntonsteven,SbY~bP&Yv-fc_,eYh7UKFwK0MV@yahoo.com,,staff,0,False
556,johnsonjacob,MqTF~DS`W'T~,oYuGdMyQ9@hotmail.com,5231985076,student,1,False
557,kellynoble,a''IK38&hT&8,G6cJkSa4tHD1@hotmail.com,1130147695,staff,1,False
558,michael63,_yKueKyIojw,vf4skekcHIr@outlook.com,4948756847,visitor,0,True
559,tapianicole,~._ta^DMIdPbG&E,XZcbWWLdjV@yahoo.com,9808022510,staff,0,False
560,amanda30,4Uk%vbntdS_Iw@Z@,b1n0CUXZ0l@outlook.com,8028362058,student,0,False
561,chendonald,Xz-FkC=4@zLY,Dddi0Reb4@uwaterloo.ca,1152801636,student,3,False
